Source,Title,Link,Summary,Published,SEO_Score,cleaned,topic_cluster,sentiment_score,lexicon_score,impact_score,impact_level,operational_tag,event_flag,cluster_name
EconomyNext,Sri Lanka sells Rs45.84bn Treasury bills; yields mostly flat,https://economynext.com/sri-lanka-sells-rs45-84bn-treasury-bills-yields-mostly-flat-251824/,Treasury bills offered at an auction and on tap last week,"Sat, 06 Dec 2025 11:43:52 +0000",6.65,sri lanka sells rs45 84bn treasury bills yields mostly flat treasury bills offered auction tap last week,0,0.3818,0.0,0.3818,Neutral,"energy, economic",Normal,"Sri, Lanka, Week"
EconomyNext,Sri Lanka’s Abans Finance to raise Rs1.5bn from debentures,https://economynext.com/sri-lankas-abans-finance-to-raise-rs1-5bn-from-debentures-251821/,"15 million listed, rated, senior, unsecured, redeemable debentures will be offered","Sat, 06 Dec 2025 09:31:35 +0000",6.65,sri lanka abans finance raise rs1 5bn debentures 15 million listed rated senior unsecured redeemable debentures offered,0,-0.3818,0.0,-0.3818,Risk,economic,Normal,"Sri, Lanka, Week"
EconomyNext,"Sri Lanka reopens all major roads after Ditwah, Kandy road in daytime",https://economynext.com/sri-lanka-reopens-all-major-roads-after-ditwah-kandy-road-in-daytime-251797/,RDA staff are blasting rocks overnight on Kandy road,"Sat, 06 Dec 2025 03:07:23 +0000",6.65,sri lanka reopens major roads ditwah kandy road daytime rda staff blasting rocks overnight kandy road,3,0.0,0.0,0.0,Neutral,transport,Major Event,"Lanka, Sri, News"
EconomyNext,Sri Lanka Central Bank announces relief measures to assist disaster-hit businesses,https://economynext.com/sri-lanka-central-bank-announces-relief-measures-to-assist-disaster-hit-businesses-251784/,Disaster has affected around 10 percent of Sri Lanka's population,"Fri, 05 Dec 2025 18:02:24 +0000",6.65,sri lanka central bank announces relief measures assist disaster hit businesses disaster affected around 10 percent sri lanka population,4,-0.7717,-7.0,-7.7717,High Risk,"weather, transport, economic, sentiment",Normal,"Sri, Lanka, Affected"
EconomyNext,Sri Lanka President announces sweeping relief for disaster affected people,https://economynext.com/sri-lanka-president-announces-sweeping-relief-for-disaster-affected-people-251782/,Government expects to spend Rs. 72.2 billion in the next 25 days in this month,"Fri, 05 Dec 2025 17:45:43 +0000",6.65,sri lanka president announces sweeping relief disaster affected people government expects spend rs 72 2 billion next 25 days month,4,-0.3818,-2.5,-2.8818,High Risk,"weather, energy, sentiment",Normal,"Sri, Lanka, Affected"
EconomyNext,Sri Lanka to seek Rs500bn extra Ditwah linked spending in 2026: President,https://economynext.com/sri-lanka-to-seek-rs500bn-extra-ditwah-linked-spending-in-2026-president-251747/,"For 2025, Rs50 bn will be sought","Fri, 05 Dec 2025 14:43:56 +0000",6.65,sri lanka seek rs500bn extra ditwah linked spending 2026 president 2025 rs50 bn sought,0,0.0,0.0,0.0,Neutral,sentiment,Normal,"Sri, Lanka, Week"
EconomyNext,Sri Lanka parliament passes 2026 budget,https://economynext.com/sri-lanka-parliament-passes-2026-budget-251732/,The budget debate lasted 21 days.,"Fri, 05 Dec 2025 14:41:28 +0000",6.65,sri lanka parliament passes 2026 budget budget debate lasted 21 days,3,0.0,0.0,0.0,Neutral,"economic, sentiment",Major Event,"Lanka, Sri, News"
EconomyNext,Sri Lanka’s death toll in disaster rises to 607; still 214 missing,https://economynext.com/sri-lankas-death-toll-in-disaster-rises-to-607-still-214-missing-251722/,Rescue operation continued in central Sri Lanka with hopes faded over missing people,"Fri, 05 Dec 2025 14:22:01 +0000",6.65,sri lanka death toll disaster rises 607 still 214 missing rescue operation continued central sri lanka hopes faded missing people,4,-0.743,-9.0,-9.743,High Risk,"weather, security, sentiment",Normal,"Sri, Lanka, Affected"
EconomyNext,Sri Lanka seeks $200mn from IMF through Rapid Financing Instrument,https://economynext.com/sri-lanka-seeks-200mn-from-imf-through-rapid-financing-instrument-251717/,This request is currently under consideration and subject to approval by the IMF board,"Fri, 05 Dec 2025 14:14:30 +0000",6.65,sri lanka seeks 200mn imf rapid financing instrument request currently consideration subject approval imf board,3,0.4767,1.0,1.4767000000000001,Opportunity,economic,Major Event,"Lanka, Sri, News"
EconomyNext,"Sri Lanka seeks extra funds and relief from IMF, review likely in Feb: President",https://economynext.com/sri-lanka-seeks-extra-funds-and-relief-from-imf-review-likely-in-feb-president-251715/,Has sought $200mn relief,"Fri, 05 Dec 2025 14:02:48 +0000",6.65,sri lanka seeks extra funds relief imf review likely feb president sought 200mn relief,3,0.7351,4.0,4.7351,High Opportunity,"economic, sentiment",Major Event,"Lanka, Sri, News"
EconomyNext,Sri Lanka’s apparel sector working to aid employees in crisis: JAAF,https://economynext.com/sri-lankas-apparel-sector-working-to-aid-employees-in-crisis-jaaf-251711/,"Companies are already providing emergency support, including food, clothing, temporary shelter, transport assistance,","Fri, 05 Dec 2025 12:28:04 +0000",6.65,sri lanka apparel sector working aid employees crisis jaaf companies already providing emergency support including food clothing temporary shelter transport assistance,3,-0.6124,1.5,0.8876,Opportunity,"transport, health, sentiment",Major Event,"Lanka, Sri, News"
EconomyNext,"Sri Lanka rupee strengthens marginally, bond yields steady",https://economynext.com/sri-lanka-rupee-strengthens-marginally-bond-yields-steady-251697/,The rupee was quoted at 307.80/95 last Friday.,"Fri, 05 Dec 2025 11:54:10 +0000",6.65,sri lanka rupee strengthens marginally bond yields steady rupee quoted 307 80 95 last friday,0,0.4588,0.0,0.4588,Neutral,economic,Normal,"Sri, Lanka, Week"
EconomyNext,Sri Lanka stocks down 5.4-pct over week,https://economynext.com/sri-lanka-stocks-down-5-4-pct-over-week-251661/,The All Share Price Index (ASPI) slid 1.51 percent from previous close,"Fri, 05 Dec 2025 11:41:48 +0000",6.65,sri lanka stocks 5 4 pct week share price index aspi slid 1 51 percent previous close,0,0.296,0.0,0.296,Neutral,economic,Normal,"Sri, Lanka, Week"
EconomyNext,Maldives donates 14 containers of tinned tuna for Sri Lanka disaster relief,https://economynext.com/maldives-donates-14-containers-of-tinned-tuna-for-sri-lanka-disaster-relief-251673/,The shipment was formally handed over by the High Commissioner of the Maldives to Colombo,"Fri, 05 Dec 2025 11:25:01 +0000",6.65,maldives donates 14 containers tinned tuna sri lanka disaster relief shipment formally handed high commissioner maldives colombo,3,-0.25,1.5,1.25,Opportunity,weather,Major Event,"Lanka, Sri, News"
EconomyNext,Sri Lanka inks US$100mn power policy loan agreement with ADB,https://economynext.com/sri-lanka-inks-us100mn-power-policy-loan-agreement-with-adb-251665/,Also begun discussions on the $3mn grant for disaster relief,"Fri, 05 Dec 2025 11:18:31 +0000",6.65,sri lanka inks us 100mn power policy loan agreement adb also begun discussions 3mn grant disaster relief,3,0.5719,5.5,6.0719,High Opportunity,"weather, energy, economic, sentiment",Major Event,"Lanka, Sri, News"
News.lk,We will extend every possible support to rebuild the lives of all those affected by the disaster,https://news.lk/news/we-will-extend-every-possible-support-to-rebuild-the-lives-of-all-those-affected-by-the-disaster,"The Government extends gratitude to the Tri-Forces, the Police, public officers, volunteer organisations, the public, and all foreign nations who have dedicated themselves to supporting the affected people. - Prime Minister Dr. Harini Amarasuriya","Fri, 05 Dec 2025 02:44:43 +0530",6.4,extend every possible support rebuild lives affected disaster government extends gratitude tri forces police public officers volunteer organisations public foreign nations dedicated supporting affected people prime minister dr harini amarasuriya,4,0.7783,-0.5,0.2783,Neutral,"weather, transport, security, sentiment",Normal,"Sri, Lanka, Affected"
News.lk,Management Committee of the ‘Rebuilding Sri Lanka’ Fund Appointed with Representatives from the Public and Private Sectors,https://news.lk/news/management-committee-of-the-rebuilding-sri-lanka-fund-appointed-with-representatives-from-the-public-and-private-sectors,"Cabinet approval has been granted to establish the ‘Rebuilding Sri Lanka’ Fund, aimed at rebuilding the country following the severe devastation caused by Cyclone ‘Ditwah’, one of the worst natural disasters in Sri Lanka’s recent history. The Fund is to be established as a statutory fund under the Presidential Secretariat and its Management Committee will comprise representatives from both the public and private sectors.","Tue, 02 Dec 2025 01:20:05 +0530",6.4,management committee rebuilding sri lanka fund appointed representatives public private sectors cabinet approval granted establish rebuilding sri lanka fund aimed rebuilding country following severe devastation caused cyclone ditwah one worst natural disasters sri lanka recent history fund established statutory fund presidential secretariat management committee comprise representatives public private sectors,3,-0.7579,-3.0,-3.7579000000000002,High Risk,"weather, transport, energy, sentiment",Major Event,"Lanka, Sri, News"
News.lk,Be Vigilant About Infectious Diseases as Floodwaters Recede,https://news.lk/news/be-vigilant-about-infectious-diseases-as-floodwaters-recede,"Assistant Secretary of the National Disaster Relief Services Centre, Jayatissa Munasinghe","Mon, 01 Dec 2025 20:01:01 +0530",6.4,vigilant infectious diseases floodwaters recede assistant secretary national disaster relief services centre jayatissa munasinghe,4,-0.0772,1.5,1.4228,Opportunity,"weather, health",Normal,"Sri, Lanka, Affected"
News.lk,"Cyclone Ditva Leaves Over 830,000 Affected; 159 Dead",https://news.lk/news/cyclone-ditva-leaves-over-830-000-affected-159-dead,"Cyclone Ditva has caused widespread damage across the country. According to the Disaster Management Center, 833,985 people from 234,503 families have been affected as of 6.00 am today (30). A total of 159 deaths have been reported, and 203 people are still missing.","Sun, 30 Nov 2025 16:09:02 +0530",6.4,cyclone ditva leaves 830 000 affected 159 dead cyclone ditva caused widespread damage across country according disaster management center 833 985 people 234 503 families affected 6 00 today 30 total 159 deaths reported 203 people still missing,4,-0.9432,-10.0,-10.0,High Risk,"weather, transport, sentiment",Normal,"Sri, Lanka, Affected"
News.lk,Telephone  Numbers Issued for Reporting Disaster Situations,https://news.lk/news/telephone-numbers-issued-for-reporting-disaster-situations,Sri Lanka Police has released the telephone numbers of the operation rooms of 47 police stations across the island. The press release is given below.,"Sat, 29 Nov 2025 13:45:14 +0530",6.4,telephone numbers issued reporting disaster situations sri lanka police released telephone numbers operation rooms 47 police stations across island press release given,3,-0.6249,-4.5,-5.1249,High Risk,"weather, transport, energy, security, sentiment",Major Event,"Lanka, Sri, News"
News.lk,India Reaffirms Strong Support to Sri Lanka in Disaster Response – PM Modi,https://news.lk/news/india-reaffirms-strong-support-to-sri-lanka-in-disaster-response-pm-modi,"Indian Prime Minister Narendra Modi has assured Sri Lanka of India’s unwavering support during times of disaster, reaffirming the country’s commitment under the Neighbourhood First Policy and Ocean Vision.","Sat, 29 Nov 2025 03:33:01 +0530",6.4,india reaffirms strong support sri lanka disaster response pm modi indian prime minister narendra modi assured sri lanka india unwavering support times disaster reaffirming country commitment neighbourhood first policy ocean vision,3,0.6808,-5.0,-4.3192,High Risk,"weather, transport, sentiment",Major Event,"Lanka, Sri, News"
News.lk,"Develop a Structured, Scientific Rehabilitation Programme for Drug Addicts",https://news.lk/news/develop-a-structured-scientific-rehabilitation-programme-for-drug-addicts,"President instructs ‘A Nation United’ National Steering Council
President directs Ministry of Justice to formulate new laws aimed at the swift disposal of seized dangerous drugs.","Wed, 26 Nov 2025 23:39:49 +0530",6.4,develop structured scientific rehabilitation programme drug addicts president instructs nation united national steering council president directs ministry justice formulate new laws aimed swift disposal seized dangerous drugs,5,0.5994,2.0,2.5994,High Opportunity,"health, security, sentiment",Normal,"Drug, Arrested, 8230"
News.lk,Weather Forecast,https://news.lk/news/weather-forecast-5,"







A low-pressure area has formed over South Andaman Sea area. It is likely to move west-northwestwards and intensify into a depression over South-east Bay of Bengal today (24).","Mon, 24 Nov 2025 13:41:04 +0530",6.4,weather forecast low pressure area formed south andaman sea area likely move west northwestwards intensify depression south east bay bengal today 24,0,-0.7906,0.0,-0.7906,Risk,weather,Normal,"Sri, Lanka, Week"
News.lk,Weather Forecast,https://news.lk/news/weather-forecast-4,"







Prevailing showery condition over the island is expected to continue further during the next few days.","Sun, 23 Nov 2025 13:14:12 +0530",6.4,weather forecast prevailing showery condition island expected continue next days,4,0.0,0.0,0.0,Neutral,weather,Normal,"Sri, Lanka, Affected"
News.lk,SLIIT Law Faculty Students Visit President’s House,https://news.lk/news/sliit-law-faculty-students-visit-presidents-house,"The students of the Faculty of Law of the Sri Lanka Institute of Information Technology (SLIIT), Malabe, were given the opportunity to participate in the ‘Vision’ programme organised by the Presidential Secretariat, today (21).
This programme is implemented for students jointly by the Presidential Secretariat, the Ministry of Education and the Department of Communication of the Parliament.
In parallel with this programme, a valuable donation of saplings was made to the institute as a symbolic gesture highlighting the importance of environmental conservation.
Senior Additional Secretary to the President, Mr. Roshan Gamage, Lecturer of the Faculty of Law of the Sri Lanka Institute of Information Technology (SLIIT), Mr. Gimhan Sooriyabandara and Major Nadeeka Dangolla, Assistant Director of the Tri-Forces Coordination Unit at the Presidential Secretariat participated at the event.","Sat, 22 Nov 2025 00:50:29 +0530",6.4,sliit law faculty students visit president house students faculty law sri lanka institute information technology sliit malabe given opportunity participate vision programme organised presidential secretariat today 21 programme implemented students jointly presidential secretariat ministry education department communication parliament parallel programme valuable donation saplings made institute symbolic gesture highlighting importance environmental conservation senior additional secretary president mr roshan gamage lecturer faculty law sri lanka institute information technology sliit mr gimhan sooriyabandara major nadeeka dangolla assistant director tri forces coordination unit presidential secretariat participated event,3,0.8555,4.0,4.8555,High Opportunity,"transport, security, economic, sentiment",Major Event,"Lanka, Sri, News"
News.lk,Support the continued maintenance of the economic stability we have achieved – President tells the Government Medical Officers’ Association,https://news.lk/news/support-the-continued-maintenance-of-the-economic-stability-we-have-achieved-president-tells-the-government-medical-officers-association,"“Let us rebuild this country together, without creating a situation where you keep asking and I simply keep giving.” – President","Tue, 18 Nov 2025 00:04:10 +0530",6.4,support continued maintenance economic stability achieved president tells government medical officers association let us rebuild country together without creating situation keep asking simply keep giving president,4,0.4959,4.0,4.4959,High Opportunity,"transport, energy, health, security, sentiment",Normal,"Sri, Lanka, Affected"
News.lk,Discussion held to establish a stable programme to resolve issues faced by local big onion farmers,https://news.lk/news/discussion-held-to-establish-a-stable-programme-to-resolve-issues-faced-by-local-big-onion-farmers,"A discussion aimed at formulating a systematic programme to address the issues faced by local big onion farmers was held this morning (17) at the Presidential Secretariat. It was held under the patronage of the Minister of Agriculture, Livestock, Land and Irrigation, K. D. Lal Kantha, together with the Minister of Trade, Commerce, Food Security and Cooperative Development, Wasantha Samarasinghe.
Minister K. D. Lal kantha pointed out that while a concrete programme has long existed to safeguard paddy farmers, no such systematic plan had been developed for other crops. He stated that this is the first time a government is preparing a definitive programme to resolve the problems of big onion farmers, emphasising that the present government’s objective is to protect all farmers and improve their living standards.
During the discussion, it was highlighted that while seeking solutions to issues in the big onion sector, priority must be given to farmer-related challenges, while also ensuring onions are made available to consumers at affordable prices. The Minister further emphasised that all decisions must be based on accurate data.
Matters relating to increasing big onion production and the pricing mechanism were discussed in detail. The Department of Agriculture also presented a report outlining strategies and actions for sustainable production and marketing related to local big onion cultivation.
A planned programme is currently underway to increase big onion production from 17% in 2025 to 22% in 2026 and 27% in 2027.
It was also stressed that the government has decided to introduce a stable price for big onions in a manner that is fair to farmers. Lengthy discussions were held on steps that could be taken to improve storage and other facilities for farmers.
Farmers pointed out that sharp price fluctuations caused by wide market gaps posed a major challenge, yet they continue with their cultivation amidst this risk. They requested the government to provide the necessary facilities to allow them to continue big onion cultivation as a sector that could generate significant income.
As many of the farmers engaged in this sector operate on small landholdings, Minister K. D. Lalkantha emphasised the need to consider such factors when calculating production costs and making policy decisions. He also urged all farmers to register under the Department of Agrarian Development so that necessary interventions can be made promptly in emergencies.
Farmers expressed their appreciation to the government for intervening with a definitive programme, where something is being done for the first time to address their challenges. They noted their confidence in the present government and said they were ready to work together with it in seeking solutions.
Deputy Minister of Agriculture and Livestock, Namal Karunaratne; Secretary to the Ministry of Agriculture, Livestock, Lands and Irrigation, D. P. Wickramasinghe; Senior Additional Secretary to the President, Kapila Janaka Bandara; Director General of Agriculture, Dr W. A. R. T. Wickramarachchi; senior officials of the Department of Agriculture; and a group of big onion farmers representing Dambulla and Galenbindunuwewa also took part in this discussion.","Mon, 17 Nov 2025 23:39:58 +0530",6.4,discussion held establish stable programme resolve issues faced local big onion farmers discussion aimed formulating systematic programme address issues faced local big onion farmers held morning 17 presidential secretariat held patronage minister agriculture livestock land irrigation k lal kantha together minister trade commerce food security cooperative development wasantha samarasinghe minister k lal kantha pointed concrete programme long existed safeguard paddy farmers systematic plan developed crops stated first time government preparing definitive programme resolve problems big onion farmers emphasising present government objective protect farmers improve living standards discussion highlighted seeking solutions issues big onion sector priority must given farmer related challenges also ensuring onions made available consumers affordable prices minister emphasised decisions must based accurate data matters relating increasing big onion production pricing mechanism discussed detail department agriculture also presented report outlining strategies actions sustainable production marketing related local big onion cultivation planned programme currently underway increase big onion production 17 2025 22 2026 27 2027 also stressed government decided introduce stable price big onions manner fair farmers lengthy discussions held steps could taken improve storage facilities farmers farmers pointed sharp price fluctuations caused wide market gaps posed major challenge yet continue cultivation amidst risk requested government provide necessary facilities allow continue big onion cultivation sector could generate significant income many farmers engaged sector operate small landholdings minister k lalkantha emphasised need consider factors calculating production costs making policy decisions also urged farmers register department agrarian development necessary interventions made promptly emergencies farmers expressed appreciation government intervening definitive programme something done first time address challenges noted confidence present government said ready work together seeking solutions deputy minister agriculture livestock namal karunaratne secretary ministry agriculture livestock lands irrigation p wickramasinghe senior additional secretary president kapila janaka bandara director general agriculture dr w r wickramarachchi senior officials department agriculture group big onion farmers representing dambulla galenbindunuwewa also took part discussion,2,0.9886,8.0,8.9886,High Opportunity,"weather, transport, security, economic, sentiment",Normal,"Farmers, Big, Onion"
News.lk,Global Entrepreneurship Week 2025 Begins Under the Patronage of the Prime Minister,https://news.lk/news/global-entrepreneurship-week-2025-begins-under-the-patronage-of-the-prime-minister,All sectors must work in collective effort to empower local entrepreneurs for a digital economy.,"Sat, 15 Nov 2025 14:42:38 +0530",6.4,global entrepreneurship week 2025 begins patronage prime minister sectors must work collective effort empower local entrepreneurs digital economy,4,0.0,2.0,2.0,Opportunity,"energy, economic, sentiment",Normal,"Sri, Lanka, Affected"
Onlanka.com,Two U.S. Air Force aircraft arrive in Sri Lanka to support Cyclone Ditwah relief efforts,https://www.onlanka.com/news/two-u-s-air-force-aircraft-arrive-in-sri-lanka-to-support-cyclone-ditwah-relief-efforts.html,"Two C-130J Super Hercules aircraft and Airmen from the U.S. Air Force 36th Contingency Response Group arrived today (December 07) at Katunayake Air Base to support Sri Lanka’s response to Cyclone Ditwah, according to a statement from the U.S. Embassy.
The post Two U.S. Air Force aircraft arrive in Sri Lanka to support Cyclone Ditwah relief efforts appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sun, 07 Dec 2025 12:34:17 +0000",6.45,two u air force aircraft arrive sri lanka support cyclone ditwah relief efforts two c 130j super hercules aircraft airmen u air force 36th contingency response group arrived today december 07 katunayake air base support sri lanka response cyclone ditwah according statement u embassy post two u air force aircraft arrive sri lanka support cyclone ditwah relief efforts appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.9584,-3.5,-2.5416,High Risk,"weather, transport, security",Major Event,"Lanka, Sri, News"
Onlanka.com,Myanmar sends humanitarian aid to Sri Lanka following severe weather,https://www.onlanka.com/news/myanmar-sends-humanitarian-aid-to-sri-lanka-following-severe-weather.html,"A Myanmar Air Force Y-8 aircraft carrying humanitarian aid arrived last night (December 6) at the Katunayake Air Force Base in Sri Lanka.
The post Myanmar sends humanitarian aid to Sri Lanka following severe weather appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sun, 07 Dec 2025 08:00:13 +0000",6.45,myanmar sends humanitarian aid sri lanka following severe weather myanmar air force 8 aircraft carrying humanitarian aid arrived last night december 6 katunayake air force base sri lanka post myanmar sends humanitarian aid sri lanka following severe weather appeared first sri lanka news breaking news amp top stories sri lanka onlanka,4,-0.5267,7.0,6.4733,High Opportunity,"weather, security",Normal,"Sri, Lanka, Affected"
Onlanka.com,Sri Lanka President orders accurate data and fast disaster recovery in Matale,https://www.onlanka.com/news/sri-lanka-president-orders-accurate-data-and-fast-disaster-recovery-in-matale.html,"Sri Lanka President Anura Kumara Dissanayake said accurate data is essential when making economic decisions and told officials they must always present correct information.
The post Sri Lanka President orders accurate data and fast disaster recovery in Matale appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sun, 07 Dec 2025 04:45:39 +0000",6.45,sri lanka president orders accurate data fast disaster recovery matale sri lanka president anura kumara dissanayake said accurate data essential making economic decisions told officials must always present correct information post sri lanka president orders accurate data fast disaster recovery matale appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,-0.8126,-3.0,-3.8125999999999998,High Risk,"weather, sentiment",Major Event,"Lanka, Sri, News"
Onlanka.com,India sends Bailey Bridge parts to Sri Lanka to rebuild damaged bridges,https://www.onlanka.com/news/india-sends-bailey-bridge-parts-to-sri-lanka-to-rebuild-damaged-bridges.html,"India has delivered 110-foot-long, customisable, modular Bailey Bridge units to Sri Lanka to help with reconstruction after the destruction caused by Cyclone Ditwah.
The post India sends Bailey Bridge parts to Sri Lanka to rebuild damaged bridges appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sun, 07 Dec 2025 03:54:02 +0000",6.45,india sends bailey bridge parts sri lanka rebuild damaged bridges india delivered 110 foot long customisable modular bailey bridge units sri lanka help reconstruction destruction caused cyclone ditwah post india sends bailey bridge parts sri lanka rebuild damaged bridges appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,-0.7184,-9.0,-9.7184,High Risk,"weather, transport",Major Event,"Lanka, Sri, News"
Onlanka.com,Lanka Ashok Leyland donates vehicles worth Rs. 65 Million to support Sri Lanka’s disaster response,https://www.onlanka.com/news/lanka-ashok-leyland-donates-vehicles-worth-rs-65-million-to-support-sri-lankas-disaster-response.html,"Lanka Ashok Leyland PLC has donated vehicles valued at 65 million rupees (excluding VAT) to the Government of Sri Lanka to help the country manage the current disaster situation.
The post Lanka Ashok Leyland donates vehicles worth Rs. 65 Million to support Sri Lanka&#8217;s disaster response appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sat, 06 Dec 2025 13:25:11 +0000",6.45,lanka ashok leyland donates vehicles worth rs 65 million support sri lanka disaster response lanka ashok leyland plc donated vehicles valued 65 million rupees excluding vat government sri lanka help country manage current disaster situation post lanka ashok leyland donates vehicles worth rs 65 million support sri lanka 8217 disaster response appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.0772,-9.5,-9.4228,High Risk,"weather, transport, economic, sentiment",Major Event,"Lanka, Sri, News"
Onlanka.com,Sri Lanka President orders unified drive to speed up disaster recovery,https://www.onlanka.com/news/sri-lanka-president-orders-unified-drive-to-speed-up-disaster-recovery.html,"Sri Lanka President Anura Kumara Dissanayake says a unified operational system beyond normal state administration is needed to restore public life after the recent disaster.
The post Sri Lanka President orders unified drive to speed up disaster recovery appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sat, 06 Dec 2025 12:53:52 +0000",6.45,sri lanka president orders unified drive speed disaster recovery sri lanka president anura kumara dissanayake says unified operational system beyond normal state administration needed restore public life recent disaster post sri lanka president orders unified drive speed disaster recovery appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,-0.5423,-4.5,-5.0423,High Risk,"weather, security, sentiment",Major Event,"Lanka, Sri, News"
Onlanka.com,Sri Lanka extends income tax return deadline due to Cyclone Ditwah,https://www.onlanka.com/news/sri-lanka-extends-income-tax-return-deadline-due-to-cyclone-ditwah.html,"The Inland Revenue Department (IRD) of Sri Lanka has changed its earlier announcement about income tax return submissions.
The post Sri Lanka extends income tax return deadline due to Cyclone Ditwah appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sat, 06 Dec 2025 04:44:00 +0000",6.45,sri lanka extends income tax return deadline due cyclone ditwah inland revenue department ird sri lanka changed earlier announcement income tax return submissions post sri lanka extends income tax return deadline due cyclone ditwah appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.4215,-6.0,-5.5785,High Risk,"weather, economic",Major Event,"Lanka, Sri, News"
Onlanka.com,CBSL announces relief measures for people and businesses hit by cyclone and floods,https://www.onlanka.com/news/cbsl-announces-relief-measures-for-people-and-businesses-hit-by-cyclone-and-floods.html,"The Central Bank of Sri Lanka (CBSL) has issued a new circular instructing licensed banks to provide a set of relief measures for individuals and businesses affected by the recent cyclonic and flood disasters.
The post CBSL announces relief measures for people and businesses hit by cyclone and floods appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Sat, 06 Dec 2025 03:46:25 +0000",6.45,cbsl announces relief measures people businesses hit cyclone floods central bank sri lanka cbsl issued new circular instructing licensed banks provide set relief measures individuals businesses affected recent cyclonic flood disasters post cbsl announces relief measures people businesses hit cyclone floods appeared first sri lanka news breaking news amp top stories sri lanka onlanka,4,0.7096,-5.5,-4.7904,High Risk,"weather, transport, economic, sentiment",Normal,"Sri, Lanka, Affected"
Onlanka.com,German Defence Attaché calls on Sri Lanka’s Defence Secretary,https://www.onlanka.com/news/german-defence-attache-calls-on-sri-lankas-defence-secretary.html,"The Defence Attaché of the Embassy of the Federal Republic of Germany, Colonel Klaus Willi Merkel, paid a courtesy call on Sri Lanka’s Defence Secretary, Air Vice Marshal Sampath Thuyacontha (Retd), at the Ministry of Defence in Sri Jayewardenepura, Kotte, today (December 5).
The post German Defence Attaché calls on Sri Lanka’s Defence Secretary appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:58:50 +0000",6.45,german defence attach calls sri lanka defence secretary defence attach embassy federal republic germany colonel klaus willi merkel paid courtesy call sri lanka defence secretary air vice marshal sampath thuyacontha retd ministry defence sri jayewardenepura kotte today december 5 post german defence attach calls sri lanka defence secretary appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.7964,0.0,0.7964,Opportunity,"security, sentiment",Major Event,"Lanka, Sri, News"
Onlanka.com,IMF considers $200 Million aid to Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/imf-considers-200-million-aid-to-sri-lanka-after-cyclone-ditwah.html,"The International Monetary Fund (IMF) has expressed its deepest sympathies to the people of Sri Lanka after Cyclone Ditwah caused widespread destruction across the country.
The post IMF considers $200 Million aid to Sri Lanka after Cyclone Ditwah appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:39:52 +0000",6.45,imf considers 200 million aid sri lanka cyclone ditwah international monetary fund imf expressed deepest sympathies people sri lanka cyclone ditwah caused widespread destruction across country post imf considers 200 million aid sri lanka cyclone ditwah appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,-0.4404,-10.0,-10.0,High Risk,"weather, economic, sentiment",Major Event,"Lanka, Sri, News"
Onlanka.com,Sri Lanka’s 2026 Budget passed in Parliament,https://www.onlanka.com/news/sri-lankas-2026-budget-passed-in-parliament.html,"The Third Reading of the 2026 Budget was passed in the Parliament of Sri Lanka with amendments by a majority of 157 votes this evening (December 5).
The post Sri Lanka&#8217;s 2026 Budget passed in Parliament appeared first on Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA.","Fri, 05 Dec 2025 14:14:08 +0000",6.45,sri lanka 2026 budget passed parliament third reading 2026 budget passed parliament sri lanka amendments majority 157 votes evening december 5 post sri lanka 8217 2026 budget passed parliament appeared first sri lanka news breaking news amp top stories sri lanka onlanka,3,0.2023,0.0,0.2023,Neutral,"economic, sentiment",Major Event,"Lanka, Sri, News"
